DATE,GAZP,SP500,BRENT,GOLD,COPPER,EURUSD,USDRUB
25/10/22,172.38,3859.11,93.06,1661.3,7491.33274,0.99617,60.25
26/10/22,171.98,3830.6,94.15,1668.5,7797.77631,1.00929,61.25
27/10/22,172.47,3807.3,94.73,1668.7,7765.809175,0.99666,61.3
28/10/22,170.73,3901.06,94.16,1648.3,7572.90405,0.9963,61.5
31/10/22,170.27,3871.98,92.85,1640.4,7459.365605,0.98854,61.0
01/11/22,169.92,3856.1,94.77,1653.8,7644.554525,0.98769,61.75
02/11/22,167.72,3759.69,95.52,1640.0,7566.29016,0.98136,60.7
03/11/22,169.14,3719.89,94.55,1641.3,7542.03923,0.97488,61.35
07/11/22,169.85,3806.8,97.93,1672.7,7926.747165,1.00173,61.4
08/11/22,169.97,3828.11,95.05,1711.4,8085.480525,1.00799,59.6
09/11/22,167.1,3748.57,92.47,1712.8,8098.708305,1.0019,61.55
10/11/22,168.9,3956.37,93.34,1756.1,8312.557415,1.01917,59.75
11/11/22,169.86,3992.93,95.76,1774.2,8677.42368,1.03538,59.55
14/11/22,169.6,3957.25,92.5,1774.0,8445.93753,1.03197,60.375
15/11/22,166.25,3991.73,93.77,1775.1,8421.6866,1.03573,61.3
16/11/22,168.76,3958.79,92.61,1765.0,8288.306485,1.0393,59.775
17/11/22,168.99,3946.56,90.02,1764.7,8121.85692,1.03604,59.525
18/11/22,168.79,3965.34,87.74,1752.0,8016.03468,1.0324,59.46
21/11/22,168.13,3949.94,87.79,1746.1,7901.39392,1.02449,60.56
22/11/22,168.08,4003.58,88.35,1735.2,7995.090695,1.0309,60.65
23/11/22,169.15,4027.26,84.65,1756.0,8040.28561,1.04177,59.8
25/11/22,169.03,4026.12,83.91,1755.0,7981.862915,1.0395,59.75
28/11/22,168.1,3963.94,83.24,1752.5,7922.337905,1.03431,59.96
29/11/22,168.1,3957.63,84.94,1767.8,8029.26246,1.03234,60.83
30/11/22,167.7,4080.11,86.64,1793.4,8361.059275,1.04232,60.025
01/12/22,166.98,4076.57,87.26,1811.4,8369.877795,1.0528,61.2
02/12/22,165.86,4071.7,85.42,1811.4,8501.05328,1.05315,61.575
05/12/22,165.03,3998.84,83.0,1784.2,8352.240755,1.04956,61.625
06/12/22,164.3,3941.26,79.72,1782.5,8426.09586,1.0467,62.4
07/12/22,163.7,3933.92,77.39,1795.1,8485.62087,1.05111,62.547
08/12/22,163.0,3963.51,76.51,1807.2,8561.680605,1.05551,62.4
09/12/22,162.75,3934.38,76.82,1809.4,8499.950965,1.053,62.5
12/12/22,162.89,3990.56,78.02,1793.3,8387.514835,1.05412,61.66
13/12/22,162.4,4019.65,80.89,1822.1,8481.21161,1.06241,63.2
14/12/22,160.74,3995.32,82.8,1801.1,8512.07643,1.06757,64.747
15/12/22,160.31,3895.75,81.45,1788.3,8337.91066,1.06387,63.65
16/12/22,160.24,3852.36,79.26,1803.0,8309.25047,1.0584,63.875
19/12/22,157.61,3817.66,80.1,1799.0,8301.534265,1.06117,66.0
20/12/22,158.94,3821.62,79.68,1824.1,8404.04956,1.06247,69.25
21/12/22,157.59,3878.44,82.28,1829.1,8420.584285,1.06074,69.5
22/12/22,157.95,3822.39,81.69,1802.3,8311.4551,1.06007,67.0
23/12/22,160.89,3844.82,83.97,1806.0,8405.151875,1.06172,68.0
27/12/22,164.07,3829.25,85.16,1819.1,8488.927815,1.06365,69.0
28/12/22,161.82,3783.22,83.77,1815.7,8451.449105,1.0628,71.75
29/12/22,162.91,3849.28,83.73,1822.7,8437.11901,1.066,73.0
30/12/22,162.56,3839.5,85.99,1830.1,8421.6866,1.0702,72.0
03/01/23,163.52,3824.14,82.46,1852.6,8315.86436,1.05451,73.0482
04/01/23,162.51,3852.97,78.1,1857.5,8249.72546,1.06055,71.4959
05/01/23,161.2,3808.1,78.88,1842.6,8436.016695,1.05204,72.147
06/01/23,162.1,3895.08,78.6,1870.5,8649.865805,1.06413,71.48
09/01/23,162.71,3892.09,79.8,1875.4,8828.440835,1.0732,69.88
10/01/23,162.1,3919.25,79.62,1881.8,8988.27651,1.07385,69.6736
11/01/23,165.83,3969.61,82.91,1887.5,9188.89784,1.07654,68.3025
12/01/23,164.17,3983.17,83.82,1898.7,9201.023305,1.0859,67.7804
13/01/23,164.56,3999.09,85.43,1923.0,9298.027025,1.08319,68.9958
17/01/23,162.33,3990.97,86.7,1901.6,9320.073325,1.07892,68.5147
18/01/23,162.18,3928.86,84.64,1911.3,9323.38027,1.07969,68.7422
19/01/23,160.53,3898.85,86.38,1925.6,9360.85898,1.08331,69.394
20/01/23,158.85,3972.61,87.66,1927.7,9433.61177,1.0855,69.101
23/01/23,160.06,4019.81,88.15,1934.0,9379.598335,1.0871,68.75
24/01/23,157.88,4016.95,86.42,1929.8,9384.007595,1.0889,69.4476
25/01/23,158.99,4016.22,86.18,1947.0,9391.7238,1.09206,69.2256
26/01/23,157.58,4060.43,87.49,1921.8,9431.40714,1.0893,69.4972
27/01/23,159.08,4070.56,86.21,1927.6,9324.482585,1.08649,69.7542
30/01/23,158.41,4017.77,84.64,1935.4,9218.660345,1.08492,69.88
31/01/23,158.1,4076.6,85.53,1941.4,9298.027025,1.08607,70.5835
01/02/23,158.12,4119.21,83.06,1968.7,9240.706645,1.10122,69.9033
02/02/23,158.1,4179.76,82.1,1929.9,9016.9367,1.09043,70.078
03/02/23,160.87,4136.48,79.82,1877.7,8885.761215,1.0793,70.6555
06/02/23,160.14,4111.08,81.4,1885.6,8912.216775,1.0729,71.4945
07/02/23,159.87,4164.0,84.09,1889.3,8977.25336,1.07299,72.1489
08/02/23,158.18,4117.86,85.02,1891.1,8917.72835,1.07151,72.0444
09/02/23,159.19,4081.5,84.08,1864.8,8965.127895,1.07387,72.8704
10/02/23,158.68,4090.46,86.06,1876.4,8850.487135,1.06754,73.086
13/02/23,158.01,4137.29,85.78,1868.4,8951.900115,1.0729,73.175
14/02/23,156.52,4136.13,85.25,1858.3,9008.11818,1.07349,73.5995
15/02/23,153.09,4147.6,85.28,1848.9,8875.84038,1.0691,73.9936
16/02/23,153.56,4090.41,84.82,1836.0,9068.745505,1.06647,74.7113
17/02/23,153.62,4079.09,83.15,1851.3,9099.610325,1.0694,73.6381
21/02/23,154.97,3997.34,82.73,1845.0,9291.413135,1.065,74.6484
22/02/23,155.31,3991.05,80.47,1837.6,9213.14877,1.06048,74.8974
24/02/23,154.22,3970.04,82.85,1818.0,8722.618595,1.05437,76.0077
27/02/23,156.34,3982.24,82.06,1821.0,8843.873245,1.06097,74.6446
28/02/23,157.66,3970.15,83.11,1836.8,8981.66262,1.05766,75.0442
01/03/23,164.5,3951.39,84.43,1840.4,9188.89784,1.0668,75.2646
02/03/23,160.9,3981.35,84.35,1844.0,8984.969565,1.05978,75.5325
03/03/23,162.27,4045.64,86.0,1862.8,8975.04873,1.0634,75.7041
06/03/23,163.35,4048.42,86.25,1852.5,8987.174195,1.06849,75.3936
07/03/23,162.57,3986.37,83.08,1815.6,8750.17647,1.05484,75.5975
09/03/23,161.21,3918.32,81.56,1833.7,8830.645465,1.05847,75.8478
